"","Technique","model","category","accuracy","precision","recall","f1"
"720","Few-shot_APO10","GPT-3.5","realization",0.2,0.5,0.2,0.285714285714286
"721","Few-shot_APO10","GPT-3.5","relief",0,NA,0,NA
"722","Few-shot_APO10","GPT-3.5","remorse",0.2,1,0.2,0.333333333333333
"723","Few-shot_APO10","GPT-3.5","sadness",0.6,0.375,0.6,0.461538461538462
"724","Few-shot_APO10","GPT-3.5","surprise",0.6,0.375,0.6,0.461538461538462
"725","Few-shot_APO10","GPT-3.5","multiclass",0,0,0,NA
"726","Few-shot_APO10","GPT-5","admiration",0.333333333333333,0.666666666666667,0.333333333333333,0.444444444444444
"727","Few-shot_APO10","GPT-5","amusement",0.5,0.272727272727273,0.5,0.352941176470588
"728","Few-shot_APO10","GPT-5","anger",0,NA,0,NA
"729","Few-shot_APO10","GPT-5","annoyance",0,0,0,NA
"730","Few-shot_APO10","GPT-5","approval",0,0,0,NA
"731","Few-shot_APO10","GPT-5","caring",0.2,0.25,0.2,0.222222222222222
"732","Few-shot_APO10","GPT-5","confusion",0.2,0.5,0.2,0.285714285714286
"733","Few-shot_APO10","GPT-5","curiosity",0.2,0.333333333333333,0.2,0.25
"734","Few-shot_APO10","GPT-5","desire",0.2,0.5,0.2,0.285714285714286
"735","Few-shot_APO10","GPT-5","disappointment",0,0,0,NA
"736","Few-shot_APO10","GPT-5","disapproval",0.4,0.08,0.4,0.133333333333333
"737","Few-shot_APO10","GPT-5","disgust",0.2,0.333333333333333,0.2,0.25
"738","Few-shot_APO10","GPT-5","embarrassment",0.2,0.5,0.2,0.285714285714286
"739","Few-shot_APO10","GPT-5","excitement",0.2,0.25,0.2,0.222222222222222
"740","Few-shot_APO10","GPT-5","fear",0.2,0.5,0.2,0.285714285714286
"741","Few-shot_APO10","GPT-5","gratitude",0.6,0.6,0.6,0.6
"742","Few-shot_APO10","GPT-5","grief",0,NA,0,NA
"743","Few-shot_APO10","GPT-5","joy",0,NA,0,NA
"744","Few-shot_APO10","GPT-5","love",0.6,0.6,0.6,0.6
"745","Few-shot_APO10","GPT-5","nervousness",0,0,0,NA
"746","Few-shot_APO10","GPT-5","neutral",0.2,0.0588235294117647,0.2,0.0909090909090909
"747","Few-shot_APO10","GPT-5","optimism",0.2,0.25,0.2,0.222222222222222
"748","Few-shot_APO10","GPT-5","pride",0.2,0.5,0.2,0.285714285714286
"749","Few-shot_APO10","GPT-5","realization",0.2,0.333333333333333,0.2,0.25
"750","Few-shot_APO10","GPT-5","relief",0,NA,0,NA
"751","Few-shot_APO10","GPT-5","remorse",0.2,1,0.2,0.333333333333333
"752","Few-shot_APO10","GPT-5","sadness",0.6,0.6,0.6,0.6
"753","Few-shot_APO10","GPT-5","surprise",0.6,0.5,0.6,0.545454545454545
"754","Few-shot_APO10","GPT-5","multiclass",0,0.0344827586206897,0.2,0.0588235294117647
"755","Few-shot_APO20","GPT-3.5","admiration",0.5,0.5,0.5,0.5
"756","Few-shot_APO20","GPT-3.5","amusement",0.666666666666667,0.235294117647059,0.666666666666667,0.347826086956522
"757","Few-shot_APO20","GPT-3.5","anger",0.333333333333333,0.166666666666667,0.333333333333333,0.222222222222222
"758","Few-shot_APO20","GPT-3.5","annoyance",0,0,0,NA
"759","Few-shot_APO20","GPT-3.5","approval",0,0,0,NA
"760","Few-shot_APO20","GPT-3.5","caring",0,0,0,NA
"761","Few-shot_APO20","GPT-3.5","confusion",0.4,0.333333333333333,0.4,0.363636363636364
"762","Few-shot_APO20","GPT-3.5","curiosity",0.4,0.333333333333333,0.4,0.363636363636364
"763","Few-shot_APO20","GPT-3.5","desire",0,NA,0,NA
"764","Few-shot_APO20","GPT-3.5","disappointment",0,0,0,NA
"765","Few-shot_APO20","GPT-3.5","disapproval",0.6,0.1875,0.6,0.285714285714286
"766","Few-shot_APO20","GPT-3.5","disgust",0.4,0.222222222222222,0.4,0.285714285714286
"767","Few-shot_APO20","GPT-3.5","embarrassment",0,0,0,NA
"768","Few-shot_APO20","GPT-3.5","excitement",0.4,0.5,0.4,0.444444444444444
"769","Few-shot_APO20","GPT-3.5","fear",0.2,0.5,0.2,0.285714285714286
"770","Few-shot_APO20","GPT-3.5","gratitude",0.6,0.75,0.6,0.666666666666667
"771","Few-shot_APO20","GPT-3.5","grief",0.2,1,0.2,0.333333333333333
"772","Few-shot_APO20","GPT-3.5","joy",0.2,0.25,0.2,0.222222222222222
"773","Few-shot_APO20","GPT-3.5","love",0.2,0.5,0.2,0.285714285714286
"774","Few-shot_APO20","GPT-3.5","nervousness",0,NA,0,NA
"775","Few-shot_APO20","GPT-3.5","neutral",0,0,0,NA
"776","Few-shot_APO20","GPT-3.5","optimism",0.4,0.5,0.4,0.444444444444444
"777","Few-shot_APO20","GPT-3.5","pride",0.2,0.5,0.2,0.285714285714286
"778","Few-shot_APO20","GPT-3.5","realization",0.2,0.5,0.2,0.285714285714286
"779","Few-shot_APO20","GPT-3.5","relief",0,NA,0,NA
"780","Few-shot_APO20","GPT-3.5","remorse",0.2,1,0.2,0.333333333333333
"781","Few-shot_APO20","GPT-3.5","sadness",0.6,0.375,0.6,0.461538461538462
"782","Few-shot_APO20","GPT-3.5","surprise",0.6,0.5,0.6,0.545454545454545
"783","Few-shot_APO20","GPT-3.5","multiclass",0,0,0,NA
"784","Few-shot_APO20","GPT-5","admiration",0.333333333333333,0.666666666666667,0.333333333333333,0.444444444444444
"785","Few-shot_APO20","GPT-5","amusement",0.5,0.272727272727273,0.5,0.352941176470588
"786","Few-shot_APO20","GPT-5","anger",0,0,0,NA
"787","Few-shot_APO20","GPT-5","annoyance",0,0,0,NA
"788","Few-shot_APO20","GPT-5","approval",0,0,0,NA
"789","Few-shot_APO20","GPT-5","caring",0.2,0.25,0.2,0.222222222222222
"790","Few-shot_APO20","GPT-5","confusion",0.2,0.333333333333333,0.2,0.25
"791","Few-shot_APO20","GPT-5","curiosity",0.2,0.333333333333333,0.2,0.25
"792","Few-shot_APO20","GPT-5","desire",0.2,0.5,0.2,0.285714285714286
"793","Few-shot_APO20","GPT-5","disappointment",0,0,0,NA
"794","Few-shot_APO20","GPT-5","disapproval",0.4,0.0833333333333333,0.4,0.137931034482759
"795","Few-shot_APO20","GPT-5","disgust",0.2,0.333333333333333,0.2,0.25
"796","Few-shot_APO20","GPT-5","embarrassment",0.2,0.5,0.2,0.285714285714286
"797","Few-shot_APO20","GPT-5","excitement",0.2,0.5,0.2,0.285714285714286
"798","Few-shot_APO20","GPT-5","fear",0.2,0.5,0.2,0.285714285714286
"799","Few-shot_APO20","GPT-5","gratitude",0.6,0.75,0.6,0.666666666666667
"800","Few-shot_APO20","GPT-5","grief",0,NA,0,NA
"801","Few-shot_APO20","GPT-5","joy",0,NA,0,NA
"802","Few-shot_APO20","GPT-5","love",0.6,0.75,0.6,0.666666666666667
"803","Few-shot_APO20","GPT-5","nervousness",0,0,0,NA
"804","Few-shot_APO20","GPT-5","neutral",0.2,0.0526315789473684,0.2,0.0833333333333333
"805","Few-shot_APO20","GPT-5","optimism",0.2,0.333333333333333,0.2,0.25
"806","Few-shot_APO20","GPT-5","pride",0.2,0.333333333333333,0.2,0.25
"807","Few-shot_APO20","GPT-5","realization",0.2,0.333333333333333,0.2,0.25
"808","Few-shot_APO20","GPT-5","relief",0,NA,0,NA
"809","Few-shot_APO20","GPT-5","remorse",0.2,1,0.2,0.333333333333333
"810","Few-shot_APO20","GPT-5","sadness",0.6,0.5,0.6,0.545454545454545
"811","Few-shot_APO20","GPT-5","surprise",0.6,0.5,0.6,0.545454545454545
"812","Few-shot_APO20","GPT-5","multiclass",0,0.04,0.2,0.0666666666666667
"813","Few-shot_APO50","GPT-3.5","admiration",0.5,0.5,0.5,0.5
"814","Few-shot_APO50","GPT-3.5","amusement",0.5,0.2,0.5,0.285714285714286
"815","Few-shot_APO50","GPT-3.5","anger",0.333333333333333,0.181818181818182,0.333333333333333,0.235294117647059
"816","Few-shot_APO50","GPT-3.5","annoyance",0,0,0,NA
"817","Few-shot_APO50","GPT-3.5","approval",0,0,0,NA
"818","Few-shot_APO50","GPT-3.5","caring",0,0,0,NA
"819","Few-shot_APO50","GPT-3.5","confusion",0.4,0.333333333333333,0.4,0.363636363636364
"820","Few-shot_APO50","GPT-3.5","curiosity",0.4,0.333333333333333,0.4,0.363636363636364
"821","Few-shot_APO50","GPT-3.5","desire",0,NA,0,NA
"822","Few-shot_APO50","GPT-3.5","disappointment",0,0,0,NA
"823","Few-shot_APO50","GPT-3.5","disapproval",0.4,0.133333333333333,0.4,0.2
"824","Few-shot_APO50","GPT-3.5","disgust",0.4,0.2,0.4,0.266666666666667
"825","Few-shot_APO50","GPT-3.5","embarrassment",0,0,0,NA
"826","Few-shot_APO50","GPT-3.5","excitement",0.4,0.5,0.4,0.444444444444444
"827","Few-shot_APO50","GPT-3.5","fear",0.2,0.5,0.2,0.285714285714286
"828","Few-shot_APO50","GPT-3.5","gratitude",0.6,0.75,0.6,0.666666666666667
"829","Few-shot_APO50","GPT-3.5","grief",0.2,1,0.2,0.333333333333333
"830","Few-shot_APO50","GPT-3.5","joy",0.2,0.25,0.2,0.222222222222222
"831","Few-shot_APO50","GPT-3.5","love",0.2,1,0.2,0.333333333333333
"832","Few-shot_APO50","GPT-3.5","nervousness",0,NA,0,NA
"833","Few-shot_APO50","GPT-3.5","neutral",0,0,0,NA
"834","Few-shot_APO50","GPT-3.5","optimism",0.4,0.5,0.4,0.444444444444444
"835","Few-shot_APO50","GPT-3.5","pride",0.2,0.5,0.2,0.285714285714286
"836","Few-shot_APO50","GPT-3.5","realization",0.2,0.333333333333333,0.2,0.25
"837","Few-shot_APO50","GPT-3.5","relief",0,NA,0,NA
"838","Few-shot_APO50","GPT-3.5","remorse",0.2,1,0.2,0.333333333333333
"839","Few-shot_APO50","GPT-3.5","sadness",0.6,0.375,0.6,0.461538461538462
"840","Few-shot_APO50","GPT-3.5","surprise",0.6,0.428571428571429,0.6,0.5
"841","Few-shot_APO50","GPT-3.5","multiclass",0,0,0,NA
"842","Few-shot_APO50","GPT-5","admiration",0.333333333333333,0.666666666666667,0.333333333333333,0.444444444444444
"843","Few-shot_APO50","GPT-5","amusement",0.5,0.25,0.5,0.333333333333333
"844","Few-shot_APO50","GPT-5","anger",0.166666666666667,0.5,0.166666666666667,0.25
"845","Few-shot_APO50","GPT-5","annoyance",0,0,0,NA
"846","Few-shot_APO50","GPT-5","approval",0,0,0,NA
"847","Few-shot_APO50","GPT-5","caring",0.2,0.25,0.2,0.222222222222222
"848","Few-shot_APO50","GPT-5","confusion",0.2,0.333333333333333,0.2,0.25
"849","Few-shot_APO50","GPT-5","curiosity",0.4,0.5,0.4,0.444444444444444
"850","Few-shot_APO50","GPT-5","desire",0.2,0.5,0.2,0.285714285714286
"851","Few-shot_APO50","GPT-5","disappointment",0,0,0,NA
"852","Few-shot_APO50","GPT-5","disapproval",0.4,0.0909090909090909,0.4,0.148148148148148
"853","Few-shot_APO50","GPT-5","disgust",0.2,0.25,0.2,0.222222222222222
"854","Few-shot_APO50","GPT-5","embarrassment",0.2,0.5,0.2,0.285714285714286
"855","Few-shot_APO50","GPT-5","excitement",0.2,0.5,0.2,0.285714285714286
"856","Few-shot_APO50","GPT-5","fear",0.2,0.5,0.2,0.285714285714286
"857","Few-shot_APO50","GPT-5","gratitude",0.6,0.75,0.6,0.666666666666667
"858","Few-shot_APO50","GPT-5","grief",0,NA,0,NA
"859","Few-shot_APO50","GPT-5","joy",0,NA,0,NA
"860","Few-shot_APO50","GPT-5","love",0.2,0.5,0.2,0.285714285714286
"861","Few-shot_APO50","GPT-5","nervousness",0,0,0,NA
"862","Few-shot_APO50","GPT-5","neutral",0.2,0.05,0.2,0.08
"863","Few-shot_APO50","GPT-5","optimism",0.2,0.25,0.2,0.222222222222222
"864","Few-shot_APO50","GPT-5","pride",0.2,0.333333333333333,0.2,0.25
"865","Few-shot_APO50","GPT-5","realization",0.2,0.333333333333333,0.2,0.25
"866","Few-shot_APO50","GPT-5","relief",0,NA,0,NA
"867","Few-shot_APO50","GPT-5","remorse",0.2,1,0.2,0.333333333333333
"868","Few-shot_APO50","GPT-5","sadness",0.6,0.5,0.6,0.545454545454545
"869","Few-shot_APO50","GPT-5","surprise",0.6,0.5,0.6,0.545454545454545
"870","Few-shot_APO50","GPT-5","multiclass",0,0.0384615384615385,0.2,0.0645161290322581
"871","Self-Consistency","GPT-3.5","admiration",0.5,0.25,0.5,0.333333333333333
"872","Self-Consistency","GPT-3.5","amusement",0.166666666666667,0.5,0.166666666666667,0.25
"873","Self-Consistency","GPT-3.5","anger",0.666666666666667,0.166666666666667,0.666666666666667,0.266666666666667
"874","Self-Consistency","GPT-3.5","annoyance",0,0,0,NA
"875","Self-Consistency","GPT-3.5","approval",0,NA,0,NA
"876","Self-Consistency","GPT-3.5","caring",0,NA,0,NA
"877","Self-Consistency","GPT-3.5","confusion",0.2,0.5,0.2,0.285714285714286
"878","Self-Consistency","GPT-3.5","curiosity",0.4,0.5,0.4,0.444444444444444
"879","Self-Consistency","GPT-3.5","desire",0,NA,0,NA
"880","Self-Consistency","GPT-3.5","disappointment",0,0,0,NA
"881","Self-Consistency","GPT-3.5","disapproval",0,0,0,NA
"882","Self-Consistency","GPT-3.5","disgust",0,0,0,NA
"883","Self-Consistency","GPT-3.5","embarrassment",0,0,0,NA
"884","Self-Consistency","GPT-3.5","excitement",0.4,0.5,0.4,0.444444444444444
"885","Self-Consistency","GPT-3.5","fear",0.2,0.333333333333333,0.2,0.25
"886","Self-Consistency","GPT-3.5","gratitude",0.8,0.8,0.8,0.8
"887","Self-Consistency","GPT-3.5","grief",0,NA,0,NA
"888","Self-Consistency","GPT-3.5","joy",0.2,0.166666666666667,0.2,0.181818181818182
"889","Self-Consistency","GPT-3.5","love",0,NA,0,NA
"890","Self-Consistency","GPT-3.5","nervousness",0,NA,0,NA
"891","Self-Consistency","GPT-3.5","neutral",0.6,0.0545454545454545,0.6,0.1
"892","Self-Consistency","GPT-3.5","optimism",0,NA,0,NA
"893","Self-Consistency","GPT-3.5","pride",0.2,0.5,0.2,0.285714285714286
"894","Self-Consistency","GPT-3.5","realization",0,NA,0,NA
"895","Self-Consistency","GPT-3.5","relief",0,NA,0,NA
"896","Self-Consistency","GPT-3.5","remorse",0,NA,0,NA
"897","Self-Consistency","GPT-3.5","sadness",0.6,0.375,0.6,0.461538461538462
"898","Self-Consistency","GPT-3.5","surprise",0.4,0.666666666666667,0.4,0.5
"899","Self-Consistency","GPT-3.5","multiclass",0,0,0,NA
"900","Self-Consistency","GPT-5","admiration",0.333333333333333,0.5,0.333333333333333,0.4
"901","Self-Consistency","GPT-5","amusement",0.5,0.333333333333333,0.5,0.4
"902","Self-Consistency","GPT-5","anger",0.166666666666667,0.2,0.166666666666667,0.181818181818182
"903","Self-Consistency","GPT-5","annoyance",0.166666666666667,0.0434782608695652,0.166666666666667,0.0689655172413793
"904","Self-Consistency","GPT-5","approval",0,NA,0,NA
"905","Self-Consistency","GPT-5","caring",0,NA,0,NA
"906","Self-Consistency","GPT-5","confusion",0.2,0.333333333333333,0.2,0.25
"907","Self-Consistency","GPT-5","curiosity",0.2,1,0.2,0.333333333333333
"908","Self-Consistency","GPT-5","desire",0,NA,0,NA
"909","Self-Consistency","GPT-5","disappointment",0,0,0,NA
"910","Self-Consistency","GPT-5","disapproval",0,0,0,NA
"911","Self-Consistency","GPT-5","disgust",0.4,0.285714285714286,0.4,0.333333333333333
"912","Self-Consistency","GPT-5","embarrassment",0,NA,0,NA
"913","Self-Consistency","GPT-5","excitement",0.2,0.166666666666667,0.2,0.181818181818182
"914","Self-Consistency","GPT-5","fear",0.2,0.333333333333333,0.2,0.25
"915","Self-Consistency","GPT-5","gratitude",0.6,0.6,0.6,0.6
"916","Self-Consistency","GPT-5","grief",0,NA,0,NA
"917","Self-Consistency","GPT-5","joy",0,0,0,NA
"918","Self-Consistency","GPT-5","love",0,0,0,NA
"919","Self-Consistency","GPT-5","nervousness",0,NA,0,NA
"920","Self-Consistency","GPT-5","neutral",0.4,0.0425531914893617,0.4,0.0769230769230769
"921","Self-Consistency","GPT-5","optimism",0,0,0,NA
"922","Self-Consistency","GPT-5","pride",0.2,0.5,0.2,0.285714285714286
"923","Self-Consistency","GPT-5","realization",0,NA,0,NA
"924","Self-Consistency","GPT-5","relief",0,NA,0,NA
"925","Self-Consistency","GPT-5","remorse",0.2,1,0.2,0.333333333333333
"926","Self-Consistency","GPT-5","sadness",0.6,0.333333333333333,0.6,0.428571428571429
"927","Self-Consistency","GPT-5","surprise",0.4,0.5,0.4,0.444444444444444
"928","Self-Consistency","GPT-5","multiclass",0,0,0,NA
"929","Self-Consistency_APO10","GPT-3.5","admiration",0.666666666666667,0.333333333333333,0.666666666666667,0.444444444444444
"930","Self-Consistency_APO10","GPT-3.5","amusement",0.166666666666667,0.5,0.166666666666667,0.25
"931","Self-Consistency_APO10","GPT-3.5","anger",0.666666666666667,0.16,0.666666666666667,0.258064516129032
"932","Self-Consistency_APO10","GPT-3.5","annoyance",0,0,0,NA
"933","Self-Consistency_APO10","GPT-3.5","approval",0,NA,0,NA
"934","Self-Consistency_APO10","GPT-3.5","caring",0,NA,0,NA
"935","Self-Consistency_APO10","GPT-3.5","confusion",0.2,0.5,0.2,0.285714285714286
"936","Self-Consistency_APO10","GPT-3.5","curiosity",0.2,0.333333333333333,0.2,0.25
"937","Self-Consistency_APO10","GPT-3.5","desire",0,NA,0,NA
"938","Self-Consistency_APO10","GPT-3.5","disappointment",0,0,0,NA
"939","Self-Consistency_APO10","GPT-3.5","disapproval",0,0,0,NA
"940","Self-Consistency_APO10","GPT-3.5","disgust",0.2,0.25,0.2,0.222222222222222
"941","Self-Consistency_APO10","GPT-3.5","embarrassment",0,0,0,NA
"942","Self-Consistency_APO10","GPT-3.5","excitement",0.4,0.4,0.4,0.4
"943","Self-Consistency_APO10","GPT-3.5","fear",0.2,0.5,0.2,0.285714285714286
"944","Self-Consistency_APO10","GPT-3.5","gratitude",0.6,0.6,0.6,0.6
"945","Self-Consistency_APO10","GPT-3.5","grief",0,NA,0,NA
"946","Self-Consistency_APO10","GPT-3.5","joy",0.4,0.285714285714286,0.4,0.333333333333333
"947","Self-Consistency_APO10","GPT-3.5","love",0,NA,0,NA
"948","Self-Consistency_APO10","GPT-3.5","nervousness",0,NA,0,NA
"949","Self-Consistency_APO10","GPT-3.5","neutral",0.4,0.0363636363636364,0.4,0.0666666666666667
"950","Self-Consistency_APO10","GPT-3.5","optimism",0,NA,0,NA
"951","Self-Consistency_APO10","GPT-3.5","pride",0.2,0.5,0.2,0.285714285714286
"952","Self-Consistency_APO10","GPT-3.5","realization",0,NA,0,NA
"953","Self-Consistency_APO10","GPT-3.5","relief",0,NA,0,NA
"954","Self-Consistency_APO10","GPT-3.5","remorse",0,NA,0,NA
"955","Self-Consistency_APO10","GPT-3.5","sadness",0.6,0.428571428571429,0.6,0.5
"956","Self-Consistency_APO10","GPT-3.5","surprise",0.4,0.666666666666667,0.4,0.5
"957","Self-Consistency_APO10","GPT-3.5","multiclass",0,0,0,NA
"958","Self-Consistency_APO10","GPT-5","admiration",0.333333333333333,0.5,0.333333333333333,0.4
"959","Self-Consistency_APO10","GPT-5","amusement",0.333333333333333,0.25,0.333333333333333,0.285714285714286
"960","Self-Consistency_APO10","GPT-5","anger",0.333333333333333,0.285714285714286,0.333333333333333,0.307692307692308
"961","Self-Consistency_APO10","GPT-5","annoyance",0.166666666666667,0.0476190476190476,0.166666666666667,0.0740740740740741
"962","Self-Consistency_APO10","GPT-5","approval",0,NA,0,NA
"963","Self-Consistency_APO10","GPT-5","caring",0,NA,0,NA
"964","Self-Consistency_APO10","GPT-5","confusion",0.2,0.333333333333333,0.2,0.25
"965","Self-Consistency_APO10","GPT-5","curiosity",0.2,1,0.2,0.333333333333333
"966","Self-Consistency_APO10","GPT-5","desire",0,NA,0,NA
"967","Self-Consistency_APO10","GPT-5","disappointment",0,0,0,NA
"968","Self-Consistency_APO10","GPT-5","disapproval",0,0,0,NA
"969","Self-Consistency_APO10","GPT-5","disgust",0.4,0.285714285714286,0.4,0.333333333333333
"970","Self-Consistency_APO10","GPT-5","embarrassment",0,NA,0,NA
"971","Self-Consistency_APO10","GPT-5","excitement",0.2,0.166666666666667,0.2,0.181818181818182
"972","Self-Consistency_APO10","GPT-5","fear",0.2,0.333333333333333,0.2,0.25
"973","Self-Consistency_APO10","GPT-5","gratitude",0.6,0.6,0.6,0.6
"974","Self-Consistency_APO10","GPT-5","grief",0,NA,0,NA
"975","Self-Consistency_APO10","GPT-5","joy",0,0,0,NA
"976","Self-Consistency_APO10","GPT-5","love",0.2,0.5,0.2,0.285714285714286
"977","Self-Consistency_APO10","GPT-5","nervousness",0,NA,0,NA
"978","Self-Consistency_APO10","GPT-5","neutral",0.2,0.0212765957446809,0.2,0.0384615384615385
"979","Self-Consistency_APO10","GPT-5","optimism",0,0,0,NA
"980","Self-Consistency_APO10","GPT-5","pride",0.2,0.5,0.2,0.285714285714286
"981","Self-Consistency_APO10","GPT-5","realization",0,NA,0,NA
"982","Self-Consistency_APO10","GPT-5","relief",0,NA,0,NA
"983","Self-Consistency_APO10","GPT-5","remorse",0.2,1,0.2,0.333333333333333
"984","Self-Consistency_APO10","GPT-5","sadness",0.6,0.375,0.6,0.461538461538462
"985","Self-Consistency_APO10","GPT-5","surprise",0.4,0.5,0.4,0.444444444444444
"986","Self-Consistency_APO10","GPT-5","multiclass",0,0,0,NA
"987","Self-Consistency_APO20","GPT-3.5","admiration",0.5,0.25,0.5,0.333333333333333
"988","Self-Consistency_APO20","GPT-3.5","amusement",0.166666666666667,0.5,0.166666666666667,0.25
"989","Self-Consistency_APO20","GPT-3.5","anger",0.666666666666667,0.173913043478261,0.666666666666667,0.275862068965517
"990","Self-Consistency_APO20","GPT-3.5","annoyance",0,0,0,NA
"991","Self-Consistency_APO20","GPT-3.5","approval",0,NA,0,NA
"992","Self-Consistency_APO20","GPT-3.5","caring",0,NA,0,NA
"993","Self-Consistency_APO20","GPT-3.5","confusion",0.2,0.5,0.2,0.285714285714286
"994","Self-Consistency_APO20","GPT-3.5","curiosity",0,0,0,NA
"995","Self-Consistency_APO20","GPT-3.5","desire",0,NA,0,NA
"996","Self-Consistency_APO20","GPT-3.5","disappointment",0,0,0,NA
"997","Self-Consistency_APO20","GPT-3.5","disapproval",0.2,0.333333333333333,0.2,0.25
"998","Self-Consistency_APO20","GPT-3.5","disgust",0,0,0,NA
"999","Self-Consistency_APO20","GPT-3.5","embarrassment",0,0,0,NA
"1000","Self-Consistency_APO20","GPT-3.5","excitement",0.4,0.5,0.4,0.444444444444444
"1001","Self-Consistency_APO20","GPT-3.5","fear",0.2,0.5,0.2,0.285714285714286
"1002","Self-Consistency_APO20","GPT-3.5","gratitude",0.8,0.8,0.8,0.8
"1003","Self-Consistency_APO20","GPT-3.5","grief",0,NA,0,NA
"1004","Self-Consistency_APO20","GPT-3.5","joy",0.2,0.142857142857143,0.2,0.166666666666667
"1005","Self-Consistency_APO20","GPT-3.5","love",0,NA,0,NA
"1006","Self-Consistency_APO20","GPT-3.5","nervousness",0,NA,0,NA
"1007","Self-Consistency_APO20","GPT-3.5","neutral",0.6,0.05,0.6,0.0923076923076923
"1008","Self-Consistency_APO20","GPT-3.5","optimism",0,NA,0,NA
"1009","Self-Consistency_APO20","GPT-3.5","pride",0.2,1,0.2,0.333333333333333
"1010","Self-Consistency_APO20","GPT-3.5","realization",0,NA,0,NA
"1011","Self-Consistency_APO20","GPT-3.5","relief",0,NA,0,NA
"1012","Self-Consistency_APO20","GPT-3.5","remorse",0,NA,0,NA
"1013","Self-Consistency_APO20","GPT-3.5","sadness",0.8,0.444444444444444,0.8,0.571428571428571
"1014","Self-Consistency_APO20","GPT-3.5","surprise",0.2,0.333333333333333,0.2,0.25
"1015","Self-Consistency_APO20","GPT-3.5","multiclass",0,0,0,NA
"1016","Self-Consistency_APO20","GPT-5","admiration",0.333333333333333,0.5,0.333333333333333,0.4
"1017","Self-Consistency_APO20","GPT-5","amusement",0.5,0.333333333333333,0.5,0.4
"1018","Self-Consistency_APO20","GPT-5","anger",0.166666666666667,0.142857142857143,0.166666666666667,0.153846153846154
"1019","Self-Consistency_APO20","GPT-5","annoyance",0.166666666666667,0.0434782608695652,0.166666666666667,0.0689655172413793
"1020","Self-Consistency_APO20","GPT-5","approval",0,0,0,NA
"1021","Self-Consistency_APO20","GPT-5","caring",0,NA,0,NA
"1022","Self-Consistency_APO20","GPT-5","confusion",0.2,0.333333333333333,0.2,0.25
"1023","Self-Consistency_APO20","GPT-5","curiosity",0,NA,0,NA
"1024","Self-Consistency_APO20","GPT-5","desire",0,NA,0,NA
"1025","Self-Consistency_APO20","GPT-5","disappointment",0,0,0,NA
"1026","Self-Consistency_APO20","GPT-5","disapproval",0,0,0,NA
"1027","Self-Consistency_APO20","GPT-5","disgust",0.4,0.285714285714286,0.4,0.333333333333333
"1028","Self-Consistency_APO20","GPT-5","embarrassment",0,NA,0,NA
"1029","Self-Consistency_APO20","GPT-5","excitement",0.2,0.166666666666667,0.2,0.181818181818182
"1030","Self-Consistency_APO20","GPT-5","fear",0.2,0.333333333333333,0.2,0.25
"1031","Self-Consistency_APO20","GPT-5","gratitude",0.6,0.6,0.6,0.6
"1032","Self-Consistency_APO20","GPT-5","grief",0,NA,0,NA
"1033","Self-Consistency_APO20","GPT-5","joy",0,0,0,NA
"1034","Self-Consistency_APO20","GPT-5","love",0.2,1,0.2,0.333333333333333
"1035","Self-Consistency_APO20","GPT-5","nervousness",0,NA,0,NA
"1036","Self-Consistency_APO20","GPT-5","neutral",0.2,0.0217391304347826,0.2,0.0392156862745098
"1037","Self-Consistency_APO20","GPT-5","optimism",0,0,0,NA
"1038","Self-Consistency_APO20","GPT-5","pride",0.2,0.5,0.2,0.285714285714286
"1039","Self-Consistency_APO20","GPT-5","realization",0,NA,0,NA
"1040","Self-Consistency_APO20","GPT-5","relief",0,NA,0,NA
"1041","Self-Consistency_APO20","GPT-5","remorse",0.2,1,0.2,0.333333333333333
"1042","Self-Consistency_APO20","GPT-5","sadness",0.6,0.375,0.6,0.461538461538462
"1043","Self-Consistency_APO20","GPT-5","surprise",0.4,0.5,0.4,0.444444444444444
"1044","Self-Consistency_APO20","GPT-5","multiclass",0,0,0,NA
"1045","Self-Consistency_APO50","GPT-3.5","admiration",0.666666666666667,0.333333333333333,0.666666666666667,0.444444444444444
"1046","Self-Consistency_APO50","GPT-3.5","amusement",0.166666666666667,0.333333333333333,0.166666666666667,0.222222222222222
"1047","Self-Consistency_APO50","GPT-3.5","anger",0.666666666666667,0.181818181818182,0.666666666666667,0.285714285714286
"1048","Self-Consistency_APO50","GPT-3.5","annoyance",0,0,0,NA
"1049","Self-Consistency_APO50","GPT-3.5","approval",0,NA,0,NA
"1050","Self-Consistency_APO50","GPT-3.5","caring",0,NA,0,NA
"1051","Self-Consistency_APO50","GPT-3.5","confusion",0.2,0.25,0.2,0.222222222222222
"1052","Self-Consistency_APO50","GPT-3.5","curiosity",0,0,0,NA
"1053","Self-Consistency_APO50","GPT-3.5","desire",0,NA,0,NA
"1054","Self-Consistency_APO50","GPT-3.5","disappointment",0,0,0,NA
"1055","Self-Consistency_APO50","GPT-3.5","disapproval",0.2,0.25,0.2,0.222222222222222
"1056","Self-Consistency_APO50","GPT-3.5","disgust",0.2,0.25,0.2,0.222222222222222
"1057","Self-Consistency_APO50","GPT-3.5","embarrassment",0,0,0,NA
"1058","Self-Consistency_APO50","GPT-3.5","excitement",0.4,0.4,0.4,0.4
"1059","Self-Consistency_APO50","GPT-3.5","fear",0.2,0.333333333333333,0.2,0.25
