"","exchange_idx","student_text","teacher_text","ground_truth","prediction","correct","Technique","model"
"1165",114,"We wrote it down underneath, how long Carrie is from the park and then we subtract them.","Okay.  Does this give you times two or would it be half of that- -Susan Jones’ house, 87/100 times t","Mid","Mid","True","DSPy_300","GPT-3.5"
"1166",115,"You make the arrow again and then put H U.","Okay, good.  It doesn’t matter on a line which order the letters are in.  Is there something else I ","Mid","Mid","True","DSPy_300","GPT-3.5"
"1167",116,"Is two eighths equal to one fourth?","Why don’t you look at one of these and try to figure it out. Two eighths.  Here’s eighths, right?  A","Mid","Mid","True","DSPy_300","GPT-3.5"
"1168",117,"Length, width, and height of a box.","Correct.  So don’t ask me, “I don’t get it.  What are dimensions?  Dimensions are the length, width,","Mid","High","False","DSPy_300","GPT-3.5"
"1169",118,"And the short side is the same.","The two short sides are the same?","Mid","Mid","True","DSPy_300","GPT-3.5"
"1170",119,"26 million, 300 – wait, yeah, 354 – no, 50, 53.","53,000, uh-huh.  What’s the rest of it?","Mid","Mid","True","DSPy_300","GPT-3.5"
"1171",120,"You would have had like 2 wholes.  It should be 56 hundredths.","Okay, I’m sorry, I did it wrong.   All right, you are right. So let’s do this one again, I’m sorry. ","Mid","High","False","DSPy_300","GPT-3.5"
"1172",121,"The one on the right is just not – like you don’t take eight of them.  You don’t make a whole.","The one on the right, you don’t take eight of them and you don’t make a whole?  Is that what you’re ","Mid","Mid","True","DSPy_300","GPT-3.5"
"1173",122,"The angles are the same because it’s the same lines and length.","In an equilateral triangle, all the sides are the same, all the angles are the same, but an isoscele","Mid","Mid","True","DSPy_300","GPT-3.5"
"1174",123,"I noticed that the more I went on in the game, that I could add it more mentally.","That’s a good point.  Did everyone hear what she said?  If you didn’t, eyes up here please, if you d","Mid","Mid","True","DSPy_300","GPT-3.5"
"1175",124,"3, 5, 6, 9, 10.","Good.  So I’m going to use this fraction, my rules of divisibility to see which ones can help me red","Mid","Mid","True","DSPy_300","GPT-3.5"
"1176",125,"Don’t you count it this way?","No.  You count it this way.  Try this way.  When I say hundredths, think of two places out, then fil","Mid","High","False","DSPy_300","GPT-3.5"
"1177",126,"We have one-third of his students like to play dodge ball.","Okay, one-third of his students like to play dodge ball.  Do we really care what they like to play?","Mid","Mid","True","DSPy_300","GPT-3.5"
"1178",127,"What’s your favorite food?","Mexican.  But if I just walked up to you and said, “Hey, Student A, Mexican.  Does that make sense?","Mid","Mid","True","DSPy_300","GPT-3.5"
"1179",128,"That 10 is half of 20 and –","Okay, 10 is half of 20.  And what did we already know about 10? What did we already know about when ","Mid","Mid","True","DSPy_300","GPT-3.5"
"1180",129,"Sixty-three divided by seven –","Oh, I’m so excited that you knew to say 63 first.  We say the number that’s in that little house, do","Mid","Mid","True","DSPy_300","GPT-3.5"
"1181",130,"9 plus 5 is 4.","What you’re doing – what’s the term we use?","Mid","Mid","True","DSPy_300","GPT-3.5"
"1182",131,"What do you mean by explain your reasoning?  Don’t you mean explain why?","All right, explain why you came up with the answer you did, yes.  But reasoning also means the why, ","Mid","Mid","True","DSPy_300","GPT-3.5"
"1183",132,"[She does], she has 0 and 75 –","She’s into – she actually has more, just over a whole number, or the whole number 1.  Yes, Student K","Low","Mid","False","DSPy_300","GPT-3.5"
"1184",133,"It’s a prime number.","It’s a prime number.  Why is it a prime number?","Mid","Mid","True","DSPy_300","GPT-3.5"
"1185",134,"These prices are, like, $10.00.","Oh, so it’s gonna be really challenging.  But who does – how many people does it feed?","Mid","Mid","True","DSPy_300","GPT-3.5"
"1186",135,"Because there’s already a 4.","Already a 4, so we have a 2, then what?  A 4 here, then a 3 here.  I’m going to fill in our numbers ","Low","High","False","DSPy_300","GPT-3.5"
"1187",136,"Organize.  You used to have it up.","I know.  Definitely, I should put it back, don’t you think? Organized work.  Yes, Student J?","Mid","Mid","True","DSPy_300","GPT-3.5"
"1188",137,"The denominator tells us how many there are in each rectangle, how much it says on the rectangle.","Student J, okay.  Can I recap what you said a little bit?  Did you mean the denominator down here, t","Mid","Mid","True","DSPy_300","GPT-3.5"
"1189",138,"Because it’s 85 hundredths.","It does say 85 hundredths, but what if someone didn’t know how to read that?  How do we know that we","Mid","Mid","True","DSPy_300","GPT-3.5"
"1190",139,"No, it means this is larger than this.  It can’t be larger than this.","The denominator has to be larger.  Right.  So how many groups of 18 are in 22?","Mid","Mid","True","DSPy_300","GPT-3.5"
"1191",140,"Yeah, except for the one in the middle.","How many people agree with what Student L is saying?  How many people think these are polygons?  Han","Mid","Mid","True","DSPy_300","GPT-3.5"
"1192",141,"That’s 100 and 10.","100 tens.  And then what do I do?","Mid","Mid","True","DSPy_300","GPT-3.5"
"1193",142,"The length is how far it goes up and the width is how far it goes across?","Usually when you say the length, the longer side is the length and the width is how wide it is.  The","Mid","Mid","True","DSPy_300","GPT-3.5"
"1194",143,"The numerator is bigger than the denominator.","The numerator is bigger than the denominator.  And we’re going to end class with that because that’s","Mid","Mid","True","DSPy_300","GPT-3.5"
"1195",144,"You could also do this.  Like if you have a finance like that and you know it’s big number.  You cou","Exactly.  And I love how Student J just said that.  He made a connection.  And if you were doing an ","Mid","Mid","True","DSPy_300","GPT-3.5"
"1196",145,"What case is blue?  Blueberry?","What does it say on your key?  Look at your key.  You ready?","Mid","Mid","True","DSPy_300","GPT-3.5"
"1197",146,"Ethan gave two eighths of his collection to Ruby, so I just added one eighth to one eighth and one e","And what were you thinking with two eighths?","Mid","Mid","True","DSPy_300","GPT-3.5"
"1198",147,"14, 28, 42, 56, 70, 84, 98, 112, 126.","Very nice.  How did you know those?","Mid","Mid","True","DSPy_300","GPT-3.5"
"1199",148,"Okay, that is one and two twelfths.","Ah, look at my picture.  I have my one whole with two twelfths hanging over.  So my box is not even ","Mid","Mid","True","DSPy_300","GPT-3.5"
"1200",149,"Because they’re not equal.  So take them and –","So you’re going to pretend like it’s empty space?  Okay.","Mid","Mid","True","DSPy_300","GPT-3.5"
"1201",1,"2 times 20 is 40.","Well, think about this.  What?","Low","Low","True","Zero-shot","GPT-5"
"1202",2,"Well, I don’t know how to explain it.","Go ahead and try.","Low","Low","True","Zero-shot","GPT-5"
"1203",3,"Ready?  Set?  Go.  [Dice being thrown].  [Students working on game].","Don’t forget, we have addition and subtraction, also. Addition.  Subtraction.  Multiplication.  Divi","Low","Low","True","Zero-shot","GPT-5"
"1204",4,"The other is the 3.","Since we have a 4 right here, we know we can’t have what right here?","Low","Low","True","Zero-shot","GPT-5"
"1205",5,"I know what I’m doing.","You can kind of have freedom on it.  I’m not telling you specifics. I’m gonna put your criteria up h","Low","Mid","False","Zero-shot","GPT-5"
"1206",6,"I did it like that.","That’s a lot of people.","Low","Low","True","Zero-shot","GPT-5"
"1207",7,"After you do eight, you do four, right?","What, honey?","Low","Low","True","Zero-shot","GPT-5"
"1208",8,"If we know how much the other players -","Yeah.","Low","Low","True","Zero-shot","GPT-5"
"1209",9,"I don’t know what you all was talking about.","And put the date on there. You fill in the date already he sure is. They told you it gonna be done e","Low","Low","True","Zero-shot","GPT-5"
"1210",10,"That’s what I’m going to do.","All right, guys.  Shh.  Shh.  Tonight, you’re going to work on practice book 22.4.  all of it.  All ","Low","Low","True","Zero-shot","GPT-5"
"1211",11,"List all of the factors of 96.","Student K?","Low","Low","True","Zero-shot","GPT-5"
"1212",12,"I earned $245.00 in two weeks.  How much did I earn each day?","Student C?","Low","Low","True","Zero-shot","GPT-5"
"1213",13,"An obtuse angle is more than 90 degrees.","Why don’t we put our pencils down and just do some brainstorming, and then we’ll go back through it?","Low","Low","True","Zero-shot","GPT-5"
"1214",14,"4 hours and 5 minutes.","And we put a zero there.  Student Z, we put a zero there ‘cause it’s our first 5.  If you did it, go","Low","Low","True","Zero-shot","GPT-5"
"1215",15,"The same thing at the bottom?","Student D, multiply 12 times four.  Here.","Low","Low","True","Zero-shot","GPT-5"
"1216",16,"I was writing let me see.","Parallel sides, right angles, squares, rhombus.","Low","Low","True","Zero-shot","GPT-5"
"1217",17,"I didn’t get that.","Now this is – I’m saying this assuming that was your answer. That’s just an example.","Low","Low","True","Zero-shot","GPT-5"
"1218",18,"I don’t remember that.","And when we played Close to 100, which strategy did we discover?  What do we try to make in the tens","Low","Low","True","Zero-shot","GPT-5"
"1219",19,"Small number on top means it’s time to stop.  Borrow from the left.  It won’t be called theft.  Cros","Oh, I’m so excited.  Sixteen minus seven equals, Student D?","Low","Low","True","Zero-shot","GPT-5"
"1220",20,"I’m doing the work. I’m doing the work on this.","So addition asks for a total and this says how many right. So I’m noticing the language as just not ","Low","Low","True","Zero-shot","GPT-5"
"1221",21,"So you want us to go to number four?","12:20, and then all of a sudden you went to 1:00.  That’s not an hour.  That’s 40 minute.  So in ord","Low","Low","True","Zero-shot","GPT-5"
"1222",22,"So, is this my number or –","He’s gonna finish rolling all the way across.  Keep going. You’re gonna roll the next two.  You all ","Low","Low","True","Zero-shot","GPT-5"
"1223",23,"Do we do improper and a mixed number?","I like what I’m seeing.  How we doing?","Low","Low","True","Zero-shot","GPT-5"
"1224",24,"It’s not a prime number,","What is 21? Seven times three, so that means 21 is?","Low","High","False","Zero-shot","GPT-5"
"1225",25,"Or from greatest to least.","Student J.","Low","Low","True","Zero-shot","GPT-5"
"1226",26,"1 out of 3. I saw what is that? And another 1 out of 3.","And if you all want to have him actually build some of the ones after he finishes with that page you","Low","Low","True","Zero-shot","GPT-5"
"1227",27,"Why does it have a comma?","Read this number for me, Student K.","Low","Low","True","Zero-shot","GPT-5"
"1228",28,"Wow, N is doing a good job.","I’m going to leave part of this as a template for you for your own paper.  We are going to take some","Low","Low","True","Zero-shot","GPT-5"
"1229",29,"How does that look like a 10?","All right, so now we have to do our coordinates and let’s put our parentheses in.  You will get to t","Low","Low","True","Zero-shot","GPT-5"
"1230",30,"Say the multiplication tables for the number 8.","Ready, set, go.","Low","Low","True","Zero-shot","GPT-5"
"1231",31,"Oh, that’s what we’re doing.","And over here red, green.","Low","Low","True","Zero-shot","GPT-5"
"1232",32,"You subtract all of them.","What did I do to get the quotient?","Low","Low","True","Zero-shot","GPT-5"
"1233",33,"He thinks it goes from one-half and it keeps on going until it gets to smaller pieces, smaller.  We’","So what do you need from me?","Low","Low","True","Zero-shot","GPT-5"
"1234",34,"What did we get for number 12?","Yeah.","Low","Low","True","Zero-shot","GPT-5"
"1235",35,"The person who did the wrong one, they did 50 times 3 when they were supposed to do 50 times 24.","So I’m thinking that we need a way to keep track of our work, that everybody who’s having their prob","Low","Low","True","Zero-shot","GPT-5"
"1236",36,"A number that can’t go lower–","What are the only two numbers that can go into a prime number, Student O?","Low","Low","True","Zero-shot","GPT-5"
"1237",37,"Wait, what were the names?","But you’re going to have to think of the rule that will help that work because you’re going to have ","Low","Low","True","Zero-shot","GPT-5"
"1238",38,"The first step is 8 times 10.","Who can give me a story context for 18 times 14?  Just like we talked about here, 3 trees, 9 apples.","Low","Low","True","Zero-shot","GPT-5"
"1239",39,"Because the base of it is a hexagon.","Student K?","Low","Low","True","Zero-shot","GPT-5"
"1240",40,"I know some of it.","And we can also study the two multiplication problems, 11 times 11 and 11 times 12.  That’s a little","Low","Low","True","Zero-shot","GPT-5"
"1241",41,"So you take away Tino’s and you multiply Val’s?","Every single time that we did – we did this times – well, we changed this up so much.  When we did t","Low","Low","True","Zero-shot","GPT-5"
"1242",42,"130 – I think it’s 130.","So what’s the question?","Low","Low","True","Zero-shot","GPT-5"
"1243",43,"Area of a parallelogram is base times height.","Area of a, and I’m sorry, my drawings aren’t too great today. Especially that one.","Low","Low","True","Zero-shot","GPT-5"
"1244",44,"Is this like this?  Is it multiplied by [four]?","Hmm?","Low","Low","True","Zero-shot","GPT-5"
"1245",45,"[As soon as] she puts 300, two times.","Okay, so this, Student N, about trying to keep track of your pieces.  In the array here, I’m gonna s","Low","High","False","Zero-shot","GPT-5"
"1246",46,"The rule is to add three to the input.","I don’t hearing sharing at this table yet.  You have to share. Let’s go.  Quickly.  You got by 11.  ","Low","Low","True","Zero-shot","GPT-5"
"1247",47,"I got 36 cubic centimeters.","Number five, Student M?","Low","Low","True","Zero-shot","GPT-5"
"1248",48,"Subtract the whole numbers.  That’ll give you 1.  I think you multiply the fraction –","Wait a minute.","Low","Low","True","Zero-shot","GPT-5"
"1249",49,"The weeks in a year.","What else should you round?","Low","Mid","False","Zero-shot","GPT-5"
"1250",50,"He as gonna spell the full name.","It’s not exactly see how it’s like in the middle your ordered pair has to be exactly on the corner, ","Low","Low","True","Zero-shot","GPT-5"
"1251",51,"4 times 2 times 3 equals blank.","Blank.  That’s right.  That’s your number sentence.","Mid","Low","False","Zero-shot","GPT-5"
"1252",52,"Because 12 inches equals 1 foot.","Excellent.  So we really started talking about measurement.  In addition to that – this table – Stud","Mid","Low","False","Zero-shot","GPT-5"
"1253",53,"We did 40 times 30.","Student J did 40 times –","Mid","Low","False","Zero-shot","GPT-5"
"1254",54,"So 95, that’s Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday.","Okay.  What’s the question?","Mid","Low","False","Zero-shot","GPT-5"
"1255",55,"– it says like it’s a segment that goes through the center to another edge?","Mm-hmm.","Mid","Low","False","Zero-shot","GPT-5"
"1256",56,"Like, it has two pairs of parallel sides or congruent sides.","Right, exactly.  And, you know, beware.  You know, this trapezoid, you know, stole candy out of my b","Mid","Low","False","Zero-shot","GPT-5"
"1257",57,"Six times six times two.","For what?","Mid","Mid","True","Zero-shot","GPT-5"
"1258",58,"Well I lined all the numbers up.","All right, read it for me.","Mid","Low","False","Zero-shot","GPT-5"
"1259",59,"Four fifths – no, 80 percent.","How come you can’t put it there?","Mid","Low","False","Zero-shot","GPT-5"
"1260",60,"4 into 20 goes 5 times.","Then what?","Mid","Low","False","Zero-shot","GPT-5"
"1261",61,"Yeah, the 40 on top.","I like to call it a 40, right?  So the 8 stayed in the ones column and the 40 went over to the…","Mid","High","False","Zero-shot","GPT-5"
"1262",62,"I was showing them my way.","Okay.  Where is your formula for the parallelogram?","Mid","Low","False","Zero-shot","GPT-5"
"1263",63,"Yes.  You have five-tenths.","No.  Pretend this isn’t there.  Do I have any tenths when I have –?","Mid","Low","False","Zero-shot","GPT-5"
"1264",64,"I have 14.  Who has three times eight?","Three times eight.","Mid","Low","False","Zero-shot","GPT-5"
"1265",65,"Round 2,875 to the nearest thousand.","Good.  All right.  Anybody have problems with that?  Student H, how about the next one?","Mid","Low","False","Zero-shot","GPT-5"
"1266",66,"You cut it in half.","This way or this way?","Mid","High","False","Zero-shot","GPT-5"
"1267",67,"Sometimes they go by thousands.","Yeah, and you know what, when we’re in decimals, because these aren’t even whole numbers, all of my ","Mid","Low","False","Zero-shot","GPT-5"
"1268",68,"Will you write it on the board?","No.","Mid","Low","False","Zero-shot","GPT-5"
"1269",69,"I know 30 plus 30.","30 plus 30?","Mid","Low","False","Zero-shot","GPT-5"
"1270",70,"It’s asking you to do subtract.","How do you know that?","Mid","Mid","True","Zero-shot","GPT-5"
"1271",71,"1,574 divided by 4.","What’s my first step to solve that division problem?","Mid","Mid","True","Zero-shot","GPT-5"
"1272",72,"If you have 15 and 3 circles.","Leave 15 here?","Mid","Low","False","Zero-shot","GPT-5"
"1273",73,"The difference between the two numbers.","The difference between the –","Mid","Mid","True","Zero-shot","GPT-5"
"1274",74,"Yeah, that’s a whole.","That’s a whole.  That’s a whole  That’s a whole.  That’s a whole.","Mid","Low","False","Zero-shot","GPT-5"
"1275",75,"Only in multiplication you need to see how many places there are before it, but in addition you don’","Only in multiplication do you need to count your places behind your decimal.  In addition you just h","Mid","Mid","True","Zero-shot","GPT-5"
"1276",76,"This is 13 and this is 16.","How much, darling, is this right here?","Mid","Low","False","Zero-shot","GPT-5"
"1277",77,"I did 56 and I could count 1, 2, 3, 4, 5, 6, 7, 8, 9, and so on, and then I got a remainder of – I g","All right, that’s fine.  So you’re just showing us how you solved the problem?","Mid","Low","False","Zero-shot","GPT-5"
"1278",78,"It’s going to be 8.","How do you know that?","Mid","Mid","True","Zero-shot","GPT-5"
"1279",79,"I’m saying no, it’s meters.","Oh, sorry.  All right.  Let’s go on.  Number seven, Student M. Excuse me.","Mid","Low","False","Zero-shot","GPT-5"
"1280",80,"Because there’s nothing on the dividend.","Divisor.  There’s not a decimal in the divisor, so I don’t have to move it over anywhere, okay.  So ","Mid","Mid","True","Zero-shot","GPT-5"
"1281",81,"And then the three eighths is adding – well, you added three eighths to the eight eighths to get it.","Okay.  Why do we call this an improper fraction again?  Why is it called improper?","Mid","Low","False","Zero-shot","GPT-5"
"1282",82,"Could we put it like this?","They have to have those answers, Student J.  If they don’t have that, then mark it wrong.  Number 18","Mid","Low","False","Zero-shot","GPT-5"
"1283",83,"[He said 8 times 22].","He said 8 times 3.  He said 20 times 24.  He gave me – you gave me a factor.  Go ahead.","Mid","Low","False","Zero-shot","GPT-5"
"1284",84,"It’s equal by 6.","So what does that mean?  It’s only got the—","Mid","Mid","True","Zero-shot","GPT-5"
"1285",85,"Three-thousand-five-hundred-twenty-six yards.","Okay.  Good job.  Nineteen, four yards or 13 feet.  Student?","Mid","Low","False","Zero-shot","GPT-5"
"1286",86,"Because in every group there’s three circles.","Okay.  So, we have our four equal groups.  Now, shade in the group we originally circled, like, colo","Mid","Low","False","Zero-shot","GPT-5"
"1287",87,"I’ll just put it right there.","No, no, absolutely not, Student H.  This really about being organized.  Let me get a different erase","Mid","Low","False","Zero-shot","GPT-5"
"1288",88,"6 becomes the thousandths place.  3 becomes the hundreds place. 5 becomes the ones place.","Mm-hmm.","Mid","Low","False","Zero-shot","GPT-5"
"1289",89,"Each box contains 18 apples.","Good.  Each box – please write this down.  Each box contains 18 apples.  My third sentence is my que","Mid","Mid","True","Zero-shot","GPT-5"
"1290",90,"On the top it’s round.","Does it have a curved one?","Mid","Low","False","Zero-shot","GPT-5"
"1291",91,"I could say 5 times 2 times 5 times 2.","Sweetie, how many do we have here?  How many cubes do we have in total?","Mid","Low","False","Zero-shot","GPT-5"
"1292",92,"No, because you’re going to keep on going.","Because it doesn’t go into 10.  Right?","Mid","Mid","True","Zero-shot","GPT-5"
"1293",93,"Like, after the V it would be –","After it would be six, yep.  Now, if an I comes after the V – and you always put a line across the t","Mid","High","False","Zero-shot","GPT-5"
"1294",94,"G and T are both members of the high school ___ ___ team.  At practice they – sorry, at practice eac","Mm-hmm.","Mid","Low","False","Zero-shot","GPT-5"
"1295",95,"I have 84.  Who has 11 times three?","Eleven time –","Mid","Low","False","Zero-shot","GPT-5"
"1296",96,"Because it tells you the order of operation.","Very good.  Keep talking.","Mid","Mid","True","Zero-shot","GPT-5"
"1297",97,"We need a bigger one, two of these together.","All right, turn it over. Two again.  It is.","Mid","Mid","True","Zero-shot","GPT-5"
"1298",98,"A polygon has a closed shape.","Mm-hmm, a polygon is a closed shape.","Mid","Mid","True","Zero-shot","GPT-5"
"1299",99,"This is the height for A.","I don’t know.  You tell me.","Mid","Low","False","Zero-shot","GPT-5"
"1300",100,"Nine and eighty-five-hundredths.","Good.  Okay, five plus zero is five.  Nine plus nine is eighteen, carry my one.  And bring down my d","Mid","Low","False","Zero-shot","GPT-5"
"1301",101,"It’s a faster way of doing addition.","Okay.  It’s a faster way to add.  So ultimately, when we multiply we’re looking at combining groups ","High","Mid","False","Zero-shot","GPT-5"
"1302",102,"Three fourths, one half, those thingies—","What do those thingies mean?","High","Mid","False","Zero-shot","GPT-5"
"1303",103,"Because there’s no – they’re all straight lines.","Very good.  Let’s zoom this in.  Your first reaction might be that this is a no, but if you look clo","High","Mid","False","Zero-shot","GPT-5"
"1304",104,"Because you might get another nine.","I might, in my next eight rolls, roll another nine or an eight, so leaving this open here, there’s a","High","High","True","Zero-shot","GPT-5"
"1305",105,"So two and one half?","There you go, okay.  Student O, let me help you.  Okay, there is one, because you are doing groups o","High","Mid","False","Zero-shot","GPT-5"
"1306",106,"Wouldn’t it be a negative?","It’s not a negative number.  Uh-uh.  Negative number means you’ve gone beyond – you’ve gone below ze","High","Mid","False","Zero-shot","GPT-5"
"1307",107,"Because it’s before addition.","What’s before addition?","High","Mid","False","Zero-shot","GPT-5"
"1308",108,"How many snowballs are there in all?","Excellent.  So you have 10 piles.  So the piles are the groups, right?","High","Low","False","Zero-shot","GPT-5"
"1309",109,"I was gonna ask you if you just count the, add the kilograms and the grams.","Well I would think you need to multiply yeah unless you’re going to add it five times. Why are you m","High","Mid","False","Zero-shot","GPT-5"
"1310",110,"We’re doing 9 by 6 and we’re just putting it up.","Okay.  Why did you make the outside first?","High","Mid","False","Zero-shot","GPT-5"
"1311",111,"Because of this right here, if you look at the other ones, these, they’re kind of like the same.  So","Kind of helps you visualize how many more you need?  Okay.  You think you can visualize it too?","High","Mid","False","Zero-shot","GPT-5"
"1312",112,"You added more than you needed.","You added more than you needed.  I don’t know.  I just saw it on two or three people’s papers so I w","High","Low","False","Zero-shot","GPT-5"
"1313",113,"16 ounces to a pound?","Right.  So 16 of these – 5 – how many pencils would make a pound if 5 if 1 ounce?","High","High","True","Zero-shot","GPT-5"
"1314",114,"Sophie has 8 stickers and she wants to give 2 to each of her friends.  How many of her friends will ","Okay.  What are the two pieces of information that you need? What two numbers are you going to be wo","High","Mid","False","Zero-shot","GPT-5"
"1315",115,"We wrote it down underneath, how long Carrie is from the park and then we subtract them.","Okay.  Does this give you times two or would it be half of that- -Susan Jones’ house, 87/100 times t","High","Low","False","Zero-shot","GPT-5"
"1316",116,"You make the arrow again and then put H U.","Okay, good.  It doesn’t matter on a line which order the letters are in.  Is there something else I ","High","Mid","False","Zero-shot","GPT-5"
"1317",117,"Is two eighths equal to one fourth?","Why don’t you look at one of these and try to figure it out. Two eighths.  Here’s eighths, right?  A","High","Low","False","Zero-shot","GPT-5"
"1318",118,"Length, width, and height of a box.","Correct.  So don’t ask me, “I don’t get it.  What are dimensions?  Dimensions are the length, width,","High","Mid","False","Zero-shot","GPT-5"
"1319",119,"And the short side is the same.","The two short sides are the same?","High","Mid","False","Zero-shot","GPT-5"
"1320",120,"26 million, 300 – wait, yeah, 354 – no, 50, 53.","53,000, uh-huh.  What’s the rest of it?","High","High","True","Zero-shot","GPT-5"
"1321",121,"You would have had like 2 wholes.  It should be 56 hundredths.","Okay, I’m sorry, I did it wrong.   All right, you are right. So let’s do this one again, I’m sorry. ","High","High","True","Zero-shot","GPT-5"
"1322",122,"The one on the right is just not – like you don’t take eight of them.  You don’t make a whole.","The one on the right, you don’t take eight of them and you don’t make a whole?  Is that what you’re ","High","High","True","Zero-shot","GPT-5"
"1323",123,"The angles are the same because it’s the same lines and length.","In an equilateral triangle, all the sides are the same, all the angles are the same, but an isoscele","High","Mid","False","Zero-shot","GPT-5"
"1324",124,"I noticed that the more I went on in the game, that I could add it more mentally.","That’s a good point.  Did everyone hear what she said?  If you didn’t, eyes up here please, if you d","High","High","True","Zero-shot","GPT-5"
"1325",125,"3, 5, 6, 9, 10.","Good.  So I’m going to use this fraction, my rules of divisibility to see which ones can help me red","High","Low","False","Zero-shot","GPT-5"
"1326",126,"Don’t you count it this way?","No.  You count it this way.  Try this way.  When I say hundredths, think of two places out, then fil","High","Low","False","Zero-shot","GPT-5"
"1327",127,"We have one-third of his students like to play dodge ball.","Okay, one-third of his students like to play dodge ball.  Do we really care what they like to play?","High","Mid","False","Zero-shot","GPT-5"
"1328",128,"What’s your favorite food?","Mexican.  But if I just walked up to you and said, “Hey, Student A, Mexican.  Does that make sense?","High","Mid","False","Zero-shot","GPT-5"
"1329",129,"That 10 is half of 20 and –","Okay, 10 is half of 20.  And what did we already know about 10? What did we already know about when ","High","Mid","False","Zero-shot","GPT-5"
"1330",130,"Sixty-three divided by seven –","Oh, I’m so excited that you knew to say 63 first.  We say the number that’s in that little house, do","High","Mid","False","Zero-shot","GPT-5"
"1331",131,"9 plus 5 is 4.","What you’re doing – what’s the term we use?","High","Mid","False","Zero-shot","GPT-5"
"1332",132,"What do you mean by explain your reasoning?  Don’t you mean explain why?","All right, explain why you came up with the answer you did, yes.  But reasoning also means the why, ","High","Mid","False","Zero-shot","GPT-5"
"1333",133,"[She does], she has 0 and 75 –","She’s into – she actually has more, just over a whole number, or the whole number 1.  Yes, Student K","High","Low","False","Zero-shot","GPT-5"
"1334",134,"It’s a prime number.","It’s a prime number.  Why is it a prime number?","High","High","True","Zero-shot","GPT-5"
"1335",135,"These prices are, like, $10.00.","Oh, so it’s gonna be really challenging.  But who does – how many people does it feed?","High","Mid","False","Zero-shot","GPT-5"
"1336",136,"Because there’s already a 4.","Already a 4, so we have a 2, then what?  A 4 here, then a 3 here.  I’m going to fill in our numbers ","High","Mid","False","Zero-shot","GPT-5"
"1337",137,"Organize.  You used to have it up.","I know.  Definitely, I should put it back, don’t you think? Organized work.  Yes, Student J?","High","Mid","False","Zero-shot","GPT-5"
"1338",138,"The denominator tells us how many there are in each rectangle, how much it says on the rectangle.","Student J, okay.  Can I recap what you said a little bit?  Did you mean the denominator down here, t","High","Mid","False","Zero-shot","GPT-5"
"1339",139,"Because it’s 85 hundredths.","It does say 85 hundredths, but what if someone didn’t know how to read that?  How do we know that we","High","High","True","Zero-shot","GPT-5"
"1340",140,"No, it means this is larger than this.  It can’t be larger than this.","The denominator has to be larger.  Right.  So how many groups of 18 are in 22?","High","Low","False","Zero-shot","GPT-5"
"1341",141,"Yeah, except for the one in the middle.","How many people agree with what Student L is saying?  How many people think these are polygons?  Han","High","Low","False","Zero-shot","GPT-5"
"1342",142,"That’s 100 and 10.","100 tens.  And then what do I do?","High","Mid","False","Zero-shot","GPT-5"
"1343",143,"The length is how far it goes up and the width is how far it goes across?","Usually when you say the length, the longer side is the length and the width is how wide it is.  The","High","Low","False","Zero-shot","GPT-5"
"1344",144,"The numerator is bigger than the denominator.","The numerator is bigger than the denominator.  And we’re going to end class with that because that’s","High","Mid","False","Zero-shot","GPT-5"
"1345",145,"You could also do this.  Like if you have a finance like that and you know it’s big number.  You cou","Exactly.  And I love how Student J just said that.  He made a connection.  And if you were doing an ","High","Mid","False","Zero-shot","GPT-5"
"1346",146,"What case is blue?  Blueberry?","What does it say on your key?  Look at your key.  You ready?","High","Low","False","Zero-shot","GPT-5"
"1347",147,"Ethan gave two eighths of his collection to Ruby, so I just added one eighth to one eighth and one e","And what were you thinking with two eighths?","High","Mid","False","Zero-shot","GPT-5"
"1348",148,"14, 28, 42, 56, 70, 84, 98, 112, 126.","Very nice.  How did you know those?","High","Mid","False","Zero-shot","GPT-5"
"1349",149,"Okay, that is one and two twelfths.","Ah, look at my picture.  I have my one whole with two twelfths hanging over.  So my box is not even ","High","High","True","Zero-shot","GPT-5"
"1350",150,"Because they’re not equal.  So take them and –","So you’re going to pretend like it’s empty space?  Okay.","High","Mid","False","Zero-shot","GPT-5"
"1351",1,"2 times 20 is 40.","Well, think about this.  What?","Low","Low","True","Few-shot","GPT-5"
"1352",2,"Well, I don’t know how to explain it.","Go ahead and try.","Low","Mid","False","Few-shot","GPT-5"
"1353",3,"Ready?  Set?  Go.  [Dice being thrown].  [Students working on game].","Don’t forget, we have addition and subtraction, also. Addition.  Subtraction.  Multiplication.  Divi","Low","Low","True","Few-shot","GPT-5"
"1354",4,"The other is the 3.","Since we have a 4 right here, we know we can’t have what right here?","Low","Mid","False","Few-shot","GPT-5"
"1355",5,"I know what I’m doing.","You can kind of have freedom on it.  I’m not telling you specifics. I’m gonna put your criteria up h","Low","Low","True","Few-shot","GPT-5"
"1356",6,"I did it like that.","That’s a lot of people.","Low","Low","True","Few-shot","GPT-5"
"1357",7,"After you do eight, you do four, right?","What, honey?","Low","Low","True","Few-shot","GPT-5"
"1358",8,"If we know how much the other players -","Yeah.","Low","Low","True","Few-shot","GPT-5"
