"","comment_id","text","human_emotions","model_emotions","exact_match","Technique","model"
"3165","15","Busy night for you lol","amusement","amusement","True","DSPy_200","GPT-3.5"
"3166","16","because it’s funny","amusement","amusement","True","DSPy_200","GPT-3.5"
"3167","17","This video is funny but every time I watch it I get so mad at the guys filming and their belittling ","amusement","amusement, anger, annoyance","False","DSPy_200","GPT-3.5"
"3168","18","It's a statistically slightly worse ICR, take that as you will.","anger","neutral","False","DSPy_200","GPT-3.5"
"3169","19","Those inflated monopoly prices go back into Ontario coffers for services like roads and schools! How","anger","anger, annoyance","False","DSPy_200","GPT-3.5"
"3170","20","“What the FUCK is this [NAME], explain!”","anger","anger, confusion","False","DSPy_200","GPT-3.5"
"3171","21","Shithole universe i mean.","anger","anger, disgust","False","DSPy_200","GPT-3.5"
"3172","22","How dare you disparage a 3D printed JV riding a goddamn raptor","anger","anger","True","DSPy_200","GPT-3.5"
"3173","23","Fuck isn't it nice to have a [NAME] on the team?","anger","admiration, approval","False","DSPy_200","GPT-3.5"
"3174","24","This was literally me!","annoyance","neutral","False","DSPy_200","GPT-3.5"
"3175","25","And how often do you hear about feminists fighting for these women’s rights? Never. Feminists are co","annoyance","anger, disapproval","False","DSPy_200","GPT-3.5"
"3176","26","What a poor woman who only wanted to tell someone what to do.","annoyance","disapproval","False","DSPy_200","GPT-3.5"
"3177","27","I’ve seen 62 to 8 in 12 hours up north. Weather is crazy stuff.","annoyance","surprise","False","DSPy_200","GPT-3.5"
"3178","28","Why don’t people just call the cops and give them the video?","annoyance","confusion","False","DSPy_200","GPT-3.5"
"3179","29","What? Shut up?","annoyance","anger, annoyance","False","DSPy_200","GPT-3.5"
"3180","30","I like to answer ""CALLER 7, YOU ARE LIVE ON THE AIR!""","approval","amusement","False","DSPy_200","GPT-3.5"
"3181","31","35-55 a week. no health restrictions, just eat what I feel like","approval","neutral","False","DSPy_200","GPT-3.5"
"3182","32","Im having a lot of fun, please continue the show","approval","amusement, desire","False","DSPy_200","GPT-3.5"
"3183","33","hes doing it for his kid","approval","caring","False","DSPy_200","GPT-3.5"
"3184","34","I I'm so honored","approval","admiration","False","DSPy_200","GPT-3.5"
"3185","35","TBH I think they would've been better without the hot dog","approval","disapproval","False","DSPy_200","GPT-3.5"
"3186","36","That's the opposite of a bad thing.","caring","approval","False","DSPy_200","GPT-3.5"
"3187","37","Play something else and come back later. You’re burning yourself out","caring","caring","True","DSPy_200","GPT-3.5"
"3188","38","“No, you cannot get better” LOL","caring","amusement","False","DSPy_200","GPT-3.5"
"3189","39","At the end of the day you still have to let him know though. There is nothing embarrassing about fru","caring","approval","False","DSPy_200","GPT-3.5"
"3190","40","He burnt out. Give it some time. Other option is he never really cared, but I find that unlikely. Al","caring","curiosity","False","DSPy_200","GPT-3.5"
"3191","41","If everyone else can figure this out, then I don't see why it's so implausible for the US.","confusion","confusion","True","DSPy_200","GPT-3.5"
"3192","42","Alicorn then maybe?","confusion","confusion","True","DSPy_200","GPT-3.5"
"3193","43","Ghostbusters 2: ghost-bustier ?","confusion","amusement","False","DSPy_200","GPT-3.5"
"3194","44","Kinda like how he wants to “out” kids?","confusion","confusion, disapproval","False","DSPy_200","GPT-3.5"
"3195","45","I am confusion.","confusion","confusion","True","DSPy_200","GPT-3.5"
"3196","46","That was a joke? And a joke you've been waiting to use for 10+ years?","curiosity","amusement, curiosity","False","DSPy_200","GPT-3.5"
"3197","47","What is everybody obsession with trading away young players in this sub?","curiosity","annoyance, confusion","False","DSPy_200","GPT-3.5"
"3198","48","Whaaaat? I thought it was a perfectly normal childhood disease that posed no threat whatsoever! Why ","curiosity","confusion, curiosity","False","DSPy_200","GPT-3.5"
"3199","49","I am for socialised health care but how exactly would that solve long wait times?","curiosity","confusion","False","DSPy_200","GPT-3.5"
"3200","50","I have an honest question for you sir. Wouldn't a person who went through that hell be more humble a","curiosity","curiosity","True","DSPy_200","GPT-3.5"
"3201","51","Goodnight and good luck.","desire","caring","False","DSPy_200","GPT-3.5"
"3202","52","I wish I was there lol","desire","amusement, desire","False","DSPy_200","GPT-3.5"
"3203","53","What did he get help with?","desire","curiosity","False","DSPy_200","GPT-3.5"
"3204","54","You should eat real cake today too!","desire","approval, desire","False","DSPy_200","GPT-3.5"
"3205","55","I can watch test cricket, this would be no problems. Honestly though I'm annoyed I missed it, hopefu","desire","annoyance, curiosity, desire","False","DSPy_200","GPT-3.5"
"3206","56","i got a bump and a bald spot. i feel dumb <3","disappointment","embarrassment, sadness","False","DSPy_200","GPT-3.5"
"3207","57","I just don't want to see them shame themselves, and actually show their worth and virtue instead of ","disappointment","disapproval","False","DSPy_200","GPT-3.5"
"3208","58","She refuses to go to therapy.","disappointment","disapproval","False","DSPy_200","GPT-3.5"
"3209","59","""I didn't learn anything from the last short clip video on twitter that cut in mid way through an co","disappointment","amusement, annoyance","False","DSPy_200","GPT-3.5"
"3210","60","No no no. They only have no worth if they don’t support [RELIGION].","disappointment","anger, disapproval","False","DSPy_200","GPT-3.5"
"3211","61","I don't judge anyone with this stuff trust me I can hold it close to my face so I could make tea!","disapproval","amusement, curiosity","False","DSPy_200","GPT-3.5"
"3212","62","Not possible to change da truth","disapproval","realization","False","DSPy_200","GPT-3.5"
"3213","63","I guess if you haven't been on the sub for a while you don't understand that boycott was synonymous ","disapproval","disapproval","True","DSPy_200","GPT-3.5"
"3214","64","I'm just reminding everyone. you're not helping the situation by being pedantic","disapproval","annoyance, disapproval","False","DSPy_200","GPT-3.5"
"3215","65","Not surprised...he has ZERO interest in finding a job and living like a responsible adult...","disapproval","disappointment, disapproval","False","DSPy_200","GPT-3.5"
"3216","66","People are very complicated.","disgust","neutral","False","DSPy_200","GPT-3.5"
"3217","67","Plus, thinking you know someone that you don't just weirds them out. It must be disturbing having pe","disgust","annoyance, confusion","False","DSPy_200","GPT-3.5"
"3218","68","You’re right, republicans are worse because they have nukes.","disgust","anger, disapproval","False","DSPy_200","GPT-3.5"
"3219","69","They’re disgusting people inside and out","disgust","anger, disgust","False","DSPy_200","GPT-3.5"
"3220","70","creepy, the only way to make it more creepy is to leave it on her bed stand table to find it in the ","disgust","neutral","False","DSPy_200","GPT-3.5"
"3221","71","feeling like im not normal and that im shameful and wrong and other people telling me those things a","embarrassment","embarrassment, fear, sadness","False","DSPy_200","GPT-3.5"
"3222","72","Why am I crying alone in my room rn","embarrassment","sadness","False","DSPy_200","GPT-3.5"
"3223","73","For fucking real. That is not normal behavior for anyone over the age of 15 and it's totally cringey","embarrassment","annoyance, disapproval, embarrassment","False","DSPy_200","GPT-3.5"
"3224","74","What no one in the history of time has ever recovered from a bad first date? Hard pass on this anecd","embarrassment","annoyance, disapproval","False","DSPy_200","GPT-3.5"
"3225","75","What? I’m regular lurker here that just deiced to comment.","embarrassment","confusion","False","DSPy_200","GPT-3.5"
"3226","76","I used to work nights at a 24-hour Walmart, “interesting” is a damn tame word for it.","excitement","amusement, annoyance","False","DSPy_200","GPT-3.5"
"3227","77","Married at first sight!","excitement","amusement, excitement","False","DSPy_200","GPT-3.5"
"3228","78","I just watched the video and I don’t think that was his sister.","excitement","confusion","False","DSPy_200","GPT-3.5"
"3229","79","I can’t wait!!!","excitement","excitement","True","DSPy_200","GPT-3.5"
"3230","80","Airport is crazy busy. T2 specifically. Crazy crazy. Get there earlier if dropping bags... Virgin ev","excitement","annoyance","False","DSPy_200","GPT-3.5"
"3231","81","Super creepy. And leaving the note is out of line","fear","annoyance, disapproval","False","DSPy_200","GPT-3.5"
"3232","82","This is the noise I make in my girlfriend’s ear while y’all are still scared to moan","fear","amusement, annoyance, disapproval","False","DSPy_200","GPT-3.5"
"3233","83","[NAME] is there anything more depressing than being in a leafs gdt when the leafs are losing.","fear","disappointment, sadness","False","DSPy_200","GPT-3.5"
"3234","84","I would be creeped out.","fear","fear","True","DSPy_200","GPT-3.5"
"3235","85","i did, but it was at 3 am before i went to bed, so i’m gonna cheat and count it as 2018 LOL.","fear","amusement","False","DSPy_200","GPT-3.5"
"3236","86","thank you!!","gratitude","gratitude","True","DSPy_200","GPT-3.5"
"3237","87","Thank you!","gratitude","gratitude","True","DSPy_200","GPT-3.5"
"3238","88","I will absolutely tell him this. Thank you. Congrats for making it out of the fog yourself.","gratitude","admiration, approval, gratitude","False","DSPy_200","GPT-3.5"
"3239","89","OMG she's BYEsexual. Sorry I had to.","gratitude","amusement, surprise","False","DSPy_200","GPT-3.5"
"3240","90","The real [NAME] is always in the comments. Thank you internet stranger","gratitude","gratitude","True","DSPy_200","GPT-3.5"
"3241","91",">ribs My condolences on your loss.","grief","caring, grief","False","DSPy_200","GPT-3.5"
"3242","92","If my mom were still alive, she'd be so pissed at [NAME] being in this cast.","grief","anger, sadness","False","DSPy_200","GPT-3.5"
"3243","93","Sadly I don't think even half the people who watched the game are gonna hear about that.","grief","disappointment, sadness","False","DSPy_200","GPT-3.5"
"3244","94","that's a pretty cool box art. Shame the beetle's hand isn't actually wrapped around the stick though","grief","admiration, disappointment","False","DSPy_200","GPT-3.5"
"3245","95","I had a similar fear last month after exceeding the two hours in a Homebase car park.","grief","fear","False","DSPy_200","GPT-3.5"
"3246","96","She's why [NAME] doesn't want memes lol, she's a goldmine","joy","amusement, approval","False","DSPy_200","GPT-3.5"
"3247","97","I like you both.","joy","love","False","DSPy_200","GPT-3.5"
"3248","98","So happy for your strong stance and to help him on his way out of your life.","joy","admiration, approval","False","DSPy_200","GPT-3.5"
"3249","99","Weird how they shoehorned s character from an ongoing tv show into Celebrity Big Brothter. Glad they","joy","annoyance, disappointment, disapproval","False","DSPy_200","GPT-3.5"
"3250","100","Oh the joys of Marine Corps boot camp!!","joy","joy, pride","False","DSPy_200","GPT-3.5"
"3251","101","I like you. Yes, you.","love","love","True","DSPy_200","GPT-3.5"
"3252","102","The Iowa State Cyclones are my favorite college basketball team.","love","admiration, approval","False","DSPy_200","GPT-3.5"
"3253","103","I actually currently have a girlfriend and I love her. It's just that those past situations gave me ","love","love, remorse","False","DSPy_200","GPT-3.5"
"3254","104","love how nobody decides to run over to him and help","love","annoyance, disappointment","False","DSPy_200","GPT-3.5"
"3255","105","Love Galore pt.2 💯🔥🔥","love","excitement, love","False","DSPy_200","GPT-3.5"
"3256","106","Yeah that's where I think the problem lies. It's that I don't really want to be open to others.","nervousness","desire","False","DSPy_200","GPT-3.5"
"3257","107","Your age difference is incredibly creepy.","nervousness","disapproval, disgust","False","DSPy_200","GPT-3.5"
"3258","108","Run the addresses through the property records. If the mailing address of owner ain't local, they it","nervousness","anger, annoyance","False","DSPy_200","GPT-3.5"
"3259","109","Really? Hey mods, I have this pain in my lower back just about _here_.","nervousness","caring, curiosity","False","DSPy_200","GPT-3.5"
"3260","110","i just came to make sure she was safe cause she said her parents gone. It can be dangerous ya know..","nervousness","caring, fear","False","DSPy_200","GPT-3.5"
"3261","111","Oh, Boy. You into phrenology too.","neutral","amusement, confusion","False","DSPy_200","GPT-3.5"
"3262","112",">provide a credible source. You first. For each claim.","neutral","neutral","True","DSPy_200","GPT-3.5"
"3263","113","Try this on anyone blue belt or above in bjj. Spoiler: it wont work","neutral","neutral","True","DSPy_200","GPT-3.5"
"3264","114","This is his worst season since his rookie year","neutral","disappointment","False","DSPy_200","GPT-3.5"
"3265","115","Do all you can. Really everything is put in perspective, my work seems very unimportant right now. ","neutral","realization","False","DSPy_200","GPT-3.5"
"3266","116","Mauston and Monticello were the beginning and end of my hope","optimism","disappointment, sadness","False","DSPy_200","GPT-3.5"
"3267","117","I hope you aren’t saying that there is no co-relation between imperialism/colonialism and standards ","optimism","curiosity, disapproval","False","DSPy_200","GPT-3.5"
"3268","118","On time stat doesn't matter for anything meaningful, I wouldn't waste time contacting support over i","optimism","annoyance, disapproval","False","DSPy_200","GPT-3.5"
"3269","119","His time will come for that","optimism","optimism","True","DSPy_200","GPT-3.5"
"3270","120","This is the beginning of a comeback for the ages.","optimism","excitement, optimism","False","DSPy_200","GPT-3.5"
"3271","121","You become assertive and take back your share of the power and control over your life. Go get No Mor","pride","approval, desire","False","DSPy_200","GPT-3.5"
"3272","122","Congratulations! I know it’s a hard thing to quit, I’m proud of you. ","pride","approval, pride","False","DSPy_200","GPT-3.5"
"3273","123","Normally yeah but that was my friends first match ever and to encounter such a killer, who was runni","pride","disappointment","False","DSPy_200","GPT-3.5"
"3274","124","I never get sick of seeing me and my dad go absolutely fucking wild in that video","pride","amusement, joy","False","DSPy_200","GPT-3.5"
"3275","125","I personally am very proud to be a vegetable. Corn, to be exact. Corn pride y'all","pride","amusement, pride","False","DSPy_200","GPT-3.5"
"3276","126","I already posted this 🤔🤷🏻‍♂️","realization","annoyance, confusion","False","DSPy_200","GPT-3.5"
"3277","127","That's because it's called LATCH here and most people just call them ""car seat anchors"". Maybe that'","realization","confusion","False","DSPy_200","GPT-3.5"
"3278","128","You gotta watch with subtitles IMO. The dubbed English version looks and sounds ridiculous.","realization","annoyance, disapproval","False","DSPy_200","GPT-3.5"
"3279","129","You mean anti-intelligent","realization","anger, disapproval","False","DSPy_200","GPT-3.5"
"3280","130","At first I thought this was talking about physical piracy (like stealing cargo ships) but now I unde","realization","realization","True","DSPy_200","GPT-3.5"
"3281","131","you’re gonna do just fine","relief","optimism","False","DSPy_200","GPT-3.5"
"3282","132","This is really helpful to point out!!","relief","approval, gratitude","False","DSPy_200","GPT-3.5"
"3283","133","Oh good. It's nice to see confirmation that you're actually trolling, because no one is that stupid ","relief","anger, annoyance","False","DSPy_200","GPT-3.5"
"3284","134","The papers listed at might be of help.","relief","neutral","False","DSPy_200","GPT-3.5"
"3285","135","well that's no creepy in the slightest","relief","annoyance, disapproval","False","DSPy_200","GPT-3.5"
"3286","136","Sorry, I wish I was wrong, but Mathews is over rated","remorse","disappointment, disapproval","False","DSPy_200","GPT-3.5"
"3287","137","Sorry guys, I went a little far... You can read my apology post here.","remorse","remorse","True","DSPy_200","GPT-3.5"
"3288","138","dude, your mom is a fuck-nugget, i’m so sorry you’re dealing with this ","remorse","anger, caring, disgust","False","DSPy_200","GPT-3.5"
"3289","139","I apologised an very long time ago as I was wrong at this point you are beating a dead horse","remorse","annoyance, remorse","False","DSPy_200","GPT-3.5"
"3290","140","WTH?! Sorry, but you might need better friends! That is wrong. So wrong. ","remorse","anger, disapproval","False","DSPy_200","GPT-3.5"
"3291","141","i also cried","sadness","sadness","True","DSPy_200","GPT-3.5"
"3292","142","Hm so sad. Am I supposed to feel bad for you because you don't look like [NAME] phelps? Btw, he's on","sadness","anger, annoyance, disgust, sadness","False","DSPy_200","GPT-3.5"
"3293","143","Me me big sad.","sadness","sadness","True","DSPy_200","GPT-3.5"
"3294","144","Friend of the younger sister of girl who was killed. She told me it was a bad acid trip. Very sad, f","sadness","caring, grief, sadness","False","DSPy_200","GPT-3.5"
"3295","145","His misogyny is disturbing.","sadness","disapproval, disgust","False","DSPy_200","GPT-3.5"
"3296","146","Surprised to not see Three Arrows on the list when he went from no videos at all to over 100,000 sub","surprise","surprise","True","DSPy_200","GPT-3.5"
"3297","147","Considering how many of this involves hiding bottles, it wouldn’t surprise me.","surprise","surprise","True","DSPy_200","GPT-3.5"
"3298","148","That’s a wonderful meaningless word salad","surprise","disapproval","False","DSPy_200","GPT-3.5"
"3299","149","I can't believe you won!","surprise","admiration, surprise","False","DSPy_200","GPT-3.5"
"3300","150","I used to build a ramp and jump over other kids on my bike ala [NAME]... I was amazed at the time.","surprise","neutral","False","DSPy_200","GPT-3.5"
"3301","1","[NAME] damn it [NAME].","anger, annoyance","anger","False","DSPy_300","GPT-3.5"
"3302","2","My husband and I are expecting a little boy. We will refuse to do the whole ""man up"" thing. No toxic","desire, optimism","approval, caring, disapproval","False","DSPy_300","GPT-3.5"
"3303","3","Yeah I’ve been watching these videos and they are great. Really well done.","admiration, gratitude","admiration, approval","False","DSPy_300","GPT-3.5"
"3304","4","Our love is like, a violent game between children baby.","approval, love","love","False","DSPy_300","GPT-3.5"
"3305","5","This episode also had the segment where a paralized [NAME] communicates by farting. So, yes it is th","anger, disgust","disappointment, disapproval","False","DSPy_300","GPT-3.5"
"3306","6","Good timing with the two breweries having just opened up. Gotta check them out when I'm in that neck","admiration","approval, desire","False","DSPy_300","GPT-3.5"
"3307","7","Super cool to see","admiration","admiration, approval","False","DSPy_300","GPT-3.5"
"3308","8","This was a beautiful moment for the FT coming together","admiration","admiration","True","DSPy_300","GPT-3.5"
"3309","9","Must've been some damn good fries...","admiration","admiration, amusement","False","DSPy_300","GPT-3.5"
"3310","10","Mr. Met is a legend! Outrageous. Now... If you wanna talk about hateworthy mascots... The Phanatic f","admiration","admiration, disapproval","False","DSPy_300","GPT-3.5"
"3311","11","Great, petty revenge instead of making your GF happy by removing [NAME] from her life, nice job!","admiration","disappointment, disapproval","False","DSPy_300","GPT-3.5"
"3312","12","The US version of The Office isn’t even the best version of The Office, never mind the best comedy e","amusement","disappointment, disapproval","False","DSPy_300","GPT-3.5"
"3313","13","> Mother wasn't amused and I was forced to smile and bare it Wow, I would hate taking nude family po","amusement","embarrassment","False","DSPy_300","GPT-3.5"
"3314","14","[NAME] got a serious case of the giggles today.","amusement","amusement","True","DSPy_300","GPT-3.5"
"3315","15","Busy night for you lol","amusement","amusement","True","DSPy_300","GPT-3.5"
"3316","16","because it’s funny","amusement","amusement","True","DSPy_300","GPT-3.5"
"3317","17","This video is funny but every time I watch it I get so mad at the guys filming and their belittling ","amusement","amusement, anger","False","DSPy_300","GPT-3.5"
"3318","18","It's a statistically slightly worse ICR, take that as you will.","anger","neutral","False","DSPy_300","GPT-3.5"
"3319","19","Those inflated monopoly prices go back into Ontario coffers for services like roads and schools! How","anger","disapproval","False","DSPy_300","GPT-3.5"
"3320","20","“What the FUCK is this [NAME], explain!”","anger","anger","True","DSPy_300","GPT-3.5"
"3321","21","Shithole universe i mean.","anger","disgust","False","DSPy_300","GPT-3.5"
"3322","22","How dare you disparage a 3D printed JV riding a goddamn raptor","anger","anger","True","DSPy_300","GPT-3.5"
"3323","23","Fuck isn't it nice to have a [NAME] on the team?","anger","admiration","False","DSPy_300","GPT-3.5"
"3324","24","This was literally me!","annoyance","neutral","False","DSPy_300","GPT-3.5"
"3325","25","And how often do you hear about feminists fighting for these women’s rights? Never. Feminists are co","annoyance","anger, disapproval","False","DSPy_300","GPT-3.5"
"3326","26","What a poor woman who only wanted to tell someone what to do.","annoyance","anger, disapproval","False","DSPy_300","GPT-3.5"
"3327","27","I’ve seen 62 to 8 in 12 hours up north. Weather is crazy stuff.","annoyance","surprise","False","DSPy_300","GPT-3.5"
"3328","28","Why don’t people just call the cops and give them the video?","annoyance","neutral","False","DSPy_300","GPT-3.5"
"3329","29","What? Shut up?","annoyance","anger, annoyance","False","DSPy_300","GPT-3.5"
"3330","30","I like to answer ""CALLER 7, YOU ARE LIVE ON THE AIR!""","approval","amusement","False","DSPy_300","GPT-3.5"
"3331","31","35-55 a week. no health restrictions, just eat what I feel like","approval","neutral","False","DSPy_300","GPT-3.5"
"3332","32","Im having a lot of fun, please continue the show","approval","neutral","False","DSPy_300","GPT-3.5"
"3333","33","hes doing it for his kid","approval","caring","False","DSPy_300","GPT-3.5"
"3334","34","I I'm so honored","approval","admiration","False","DSPy_300","GPT-3.5"
"3335","35","TBH I think they would've been better without the hot dog","approval","disapproval","False","DSPy_300","GPT-3.5"
"3336","36","That's the opposite of a bad thing.","caring","approval","False","DSPy_300","GPT-3.5"
"3337","37","Play something else and come back later. You’re burning yourself out","caring","caring","True","DSPy_300","GPT-3.5"
"3338","38","“No, you cannot get better” LOL","caring","amusement","False","DSPy_300","GPT-3.5"
"3339","39","At the end of the day you still have to let him know though. There is nothing embarrassing about fru","caring","approval, embarrassment","False","DSPy_300","GPT-3.5"
"3340","40","He burnt out. Give it some time. Other option is he never really cared, but I find that unlikely. Al","caring","neutral","False","DSPy_300","GPT-3.5"
"3341","41","If everyone else can figure this out, then I don't see why it's so implausible for the US.","confusion","confusion","True","DSPy_300","GPT-3.5"
"3342","42","Alicorn then maybe?","confusion","confusion","True","DSPy_300","GPT-3.5"
"3343","43","Ghostbusters 2: ghost-bustier ?","confusion","amusement","False","DSPy_300","GPT-3.5"
"3344","44","Kinda like how he wants to “out” kids?","confusion","confusion","True","DSPy_300","GPT-3.5"
"3345","45","I am confusion.","confusion","confusion","True","DSPy_300","GPT-3.5"
"3346","46","That was a joke? And a joke you've been waiting to use for 10+ years?","curiosity","amusement, curiosity","False","DSPy_300","GPT-3.5"
"3347","47","What is everybody obsession with trading away young players in this sub?","curiosity","curiosity","True","DSPy_300","GPT-3.5"
"3348","48","Whaaaat? I thought it was a perfectly normal childhood disease that posed no threat whatsoever! Why ","curiosity","confusion, surprise","False","DSPy_300","GPT-3.5"
"3349","49","I am for socialised health care but how exactly would that solve long wait times?","curiosity","neutral","False","DSPy_300","GPT-3.5"
"3350","50","I have an honest question for you sir. Wouldn't a person who went through that hell be more humble a","curiosity","curiosity","True","DSPy_300","GPT-3.5"
"3351","51","Goodnight and good luck.","desire","neutral","False","DSPy_300","GPT-3.5"
"3352","52","I wish I was there lol","desire","amusement","False","DSPy_300","GPT-3.5"
"3353","53","What did he get help with?","desire","curiosity","False","DSPy_300","GPT-3.5"
"3354","54","You should eat real cake today too!","desire","neutral","False","DSPy_300","GPT-3.5"
"3355","55","I can watch test cricket, this would be no problems. Honestly though I'm annoyed I missed it, hopefu","desire","annoyance","False","DSPy_300","GPT-3.5"
"3356","56","i got a bump and a bald spot. i feel dumb <3","disappointment","embarrassment","False","DSPy_300","GPT-3.5"
"3357","57","I just don't want to see them shame themselves, and actually show their worth and virtue instead of ","disappointment","disapproval","False","DSPy_300","GPT-3.5"
"3358","58","She refuses to go to therapy.","disappointment","disappointment","True","DSPy_300","GPT-3.5"
"3359","59","""I didn't learn anything from the last short clip video on twitter that cut in mid way through an co","disappointment","annoyance, curiosity","False","DSPy_300","GPT-3.5"
"3360","60","No no no. They only have no worth if they don’t support [RELIGION].","disappointment","anger, disapproval","False","DSPy_300","GPT-3.5"
"3361","61","I don't judge anyone with this stuff trust me I can hold it close to my face so I could make tea!","disapproval","amusement","False","DSPy_300","GPT-3.5"
"3362","62","Not possible to change da truth","disapproval","neutral","False","DSPy_300","GPT-3.5"
"3363","63","I guess if you haven't been on the sub for a while you don't understand that boycott was synonymous ","disapproval","anger, disapproval","False","DSPy_300","GPT-3.5"
"3364","64","I'm just reminding everyone. you're not helping the situation by being pedantic","disapproval","annoyance","False","DSPy_300","GPT-3.5"
"3365","65","Not surprised...he has ZERO interest in finding a job and living like a responsible adult...","disapproval","disappointment, disapproval","False","DSPy_300","GPT-3.5"
"3366","66","People are very complicated.","disgust","neutral","False","DSPy_300","GPT-3.5"
"3367","67","Plus, thinking you know someone that you don't just weirds them out. It must be disturbing having pe","disgust","neutral","False","DSPy_300","GPT-3.5"
"3368","68","You’re right, republicans are worse because they have nukes.","disgust","anger, disapproval","False","DSPy_300","GPT-3.5"
"3369","69","They’re disgusting people inside and out","disgust","disgust","True","DSPy_300","GPT-3.5"
"3370","70","creepy, the only way to make it more creepy is to leave it on her bed stand table to find it in the ","disgust","neutral","False","DSPy_300","GPT-3.5"
"3371","71","feeling like im not normal and that im shameful and wrong and other people telling me those things a","embarrassment","sadness","False","DSPy_300","GPT-3.5"
"3372","72","Why am I crying alone in my room rn","embarrassment","sadness","False","DSPy_300","GPT-3.5"
"3373","73","For fucking real. That is not normal behavior for anyone over the age of 15 and it's totally cringey","embarrassment","annoyance, disapproval, embarrassment","False","DSPy_300","GPT-3.5"
"3374","74","What no one in the history of time has ever recovered from a bad first date? Hard pass on this anecd","embarrassment","disapproval","False","DSPy_300","GPT-3.5"
"3375","75","What? I’m regular lurker here that just deiced to comment.","embarrassment","confusion","False","DSPy_300","GPT-3.5"
"3376","76","I used to work nights at a 24-hour Walmart, “interesting” is a damn tame word for it.","excitement","neutral","False","DSPy_300","GPT-3.5"
"3377","77","Married at first sight!","excitement","amusement, excitement","False","DSPy_300","GPT-3.5"
"3378","78","I just watched the video and I don’t think that was his sister.","excitement","confusion","False","DSPy_300","GPT-3.5"
"3379","79","I can’t wait!!!","excitement","excitement","True","DSPy_300","GPT-3.5"
"3380","80","Airport is crazy busy. T2 specifically. Crazy crazy. Get there earlier if dropping bags... Virgin ev","excitement","annoyance, surprise","False","DSPy_300","GPT-3.5"
"3381","81","Super creepy. And leaving the note is out of line","fear","disapproval, disgust, fear","False","DSPy_300","GPT-3.5"
"3382","82","This is the noise I make in my girlfriend’s ear while y’all are still scared to moan","fear","amusement","False","DSPy_300","GPT-3.5"
"3383","83","[NAME] is there anything more depressing than being in a leafs gdt when the leafs are losing.","fear","disappointment, sadness","False","DSPy_300","GPT-3.5"
"3384","84","I would be creeped out.","fear","neutral","False","DSPy_300","GPT-3.5"
"3385","85","i did, but it was at 3 am before i went to bed, so i’m gonna cheat and count it as 2018 LOL.","fear","amusement","False","DSPy_300","GPT-3.5"
"3386","86","thank you!!","gratitude","gratitude","True","DSPy_300","GPT-3.5"
"3387","87","Thank you!","gratitude","gratitude","True","DSPy_300","GPT-3.5"
"3388","88","I will absolutely tell him this. Thank you. Congrats for making it out of the fog yourself.","gratitude","admiration, approval, gratitude","False","DSPy_300","GPT-3.5"
"3389","89","OMG she's BYEsexual. Sorry I had to.","gratitude","amusement","False","DSPy_300","GPT-3.5"
"3390","90","The real [NAME] is always in the comments. Thank you internet stranger","gratitude","gratitude","True","DSPy_300","GPT-3.5"
"3391","91",">ribs My condolences on your loss.","grief","caring, sadness","False","DSPy_300","GPT-3.5"
"3392","92","If my mom were still alive, she'd be so pissed at [NAME] being in this cast.","grief","anger, sadness","False","DSPy_300","GPT-3.5"
"3393","93","Sadly I don't think even half the people who watched the game are gonna hear about that.","grief","disappointment, sadness","False","DSPy_300","GPT-3.5"
"3394","94","that's a pretty cool box art. Shame the beetle's hand isn't actually wrapped around the stick though","grief","admiration, disappointment","False","DSPy_300","GPT-3.5"
"3395","95","I had a similar fear last month after exceeding the two hours in a Homebase car park.","grief","fear","False","DSPy_300","GPT-3.5"
"3396","96","She's why [NAME] doesn't want memes lol, she's a goldmine","joy","admiration, amusement","False","DSPy_300","GPT-3.5"
"3397","97","I like you both.","joy","love","False","DSPy_300","GPT-3.5"
"3398","98","So happy for your strong stance and to help him on his way out of your life.","joy","caring","False","DSPy_300","GPT-3.5"
"3399","99","Weird how they shoehorned s character from an ongoing tv show into Celebrity Big Brothter. Glad they","joy","disappointment, disapproval, relief","False","DSPy_300","GPT-3.5"
"3400","100","Oh the joys of Marine Corps boot camp!!","joy","joy","True","DSPy_300","GPT-3.5"
"3401","101","I like you. Yes, you.","love","love","True","DSPy_300","GPT-3.5"
"3402","102","The Iowa State Cyclones are my favorite college basketball team.","love","admiration, approval","False","DSPy_300","GPT-3.5"
"3403","103","I actually currently have a girlfriend and I love her. It's just that those past situations gave me ","love","love","True","DSPy_300","GPT-3.5"
"3404","104","love how nobody decides to run over to him and help","love","disappointment, disapproval","False","DSPy_300","GPT-3.5"
"3405","105","Love Galore pt.2 💯🔥🔥","love","excitement, love","False","DSPy_300","GPT-3.5"
"3406","106","Yeah that's where I think the problem lies. It's that I don't really want to be open to others.","nervousness","neutral","False","DSPy_300","GPT-3.5"
"3407","107","Your age difference is incredibly creepy.","nervousness","disapproval, disgust","False","DSPy_300","GPT-3.5"
"3408","108","Run the addresses through the property records. If the mailing address of owner ain't local, they it","nervousness","neutral","False","DSPy_300","GPT-3.5"
"3409","109","Really? Hey mods, I have this pain in my lower back just about _here_.","nervousness","curiosity","False","DSPy_300","GPT-3.5"
"3410","110","i just came to make sure she was safe cause she said her parents gone. It can be dangerous ya know..","nervousness","caring, fear","False","DSPy_300","GPT-3.5"
